PASSING_ATT,PASSING_CMP,PASSING_YDS,PASSING_TDS,PASSING_INTS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,MISC_FPTS,POSITION,SCRAPE_DATE,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,PLAYER,FANTASY_PTS,OVERALL_RANK
0.0,0.0,0.0,0.0,0.0,2.6,20.5,0.0,0.6,152.8,WR,2025-08-14 15:04:30,94.7,1121.1,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaxon Smith-Njigba SEA,152.56,75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,149.7,TE,2025-08-14 15:04:33,106.0,1131.5,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brock Bowers LV,148.75,76
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,147.6,TE,2025-08-14 15:04:33,76.1,1037.1,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,George Kittle SF,147.71,77
0.0,0.0,0.0,0.0,0.0,15.7,84.6,1.5,0.5,146.5,WR,2025-08-14 15:04:30,70.6,874.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Xavier Worthy KC,146.46,78
0.0,0.0,0.0,0.0,0.0,202.7,858.1,6.6,1.7,145.6,RB,2025-08-14 15:04:27,23.2,178.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kaleb Johnson PIT,145.82,79
0.0,0.0,0.0,0.0,0.0,196.7,809.6,7.3,1.4,145.6,RB,2025-08-14 15:04:27,23.4,175.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brian Robinson Jr. WAS,145.54,80
0.0,0.0,0.0,0.0,0.0,8.2,48.4,0.1,0.5,145.2,WR,2025-08-14 15:04:30,74.9,1028.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zay Flowers BAL,145.11,81
0.0,0.0,0.0,0.0,0.0,203.7,838.2,5.7,1.0,144.8,RB,2025-08-14 15:04:27,32.9,225.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Isiah Pacheco KC,144.53,82
0.0,0.0,0.0,0.0,0.0,1.9,13.5,0.0,1.3,144.5,WR,2025-08-14 15:04:30,91.7,1095.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garrett Wilson NYJ,144.32,83
0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.9,144.3,WR,2025-08-14 15:04:30,76.7,1016.3,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Courtland Sutton DEN,144.25,84
0.0,0.0,0.0,0.0,0.0,9.5,54.0,0.1,0.9,142.7,WR,2025-08-14 15:04:30,86.7,1007.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DJ Moore CHI,142.77,85
0.0,0.0,0.0,0.0,0.0,5.6,33.4,0.3,0.9,141.9,WR,2025-08-14 15:04:30,70.1,1027.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Calvin Ridley TEN,142.04,86
0.0,0.0,0.0,0.0,0.0,7.4,63.4,0.8,0.5,141.6,WR,2025-08-14 15:04:30,60.4,958.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jameson Williams DET,141.97,87
0.0,0.0,0.0,0.0,0.0,174.0,761.6,5.2,1.0,140.9,RB,2025-08-14 15:04:27,33.6,257.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RJ Harvey DEN,140.69,88
0.0,0.0,0.0,0.0,0.0,188.6,801.6,5.0,1.6,139.1,RB,2025-08-14 15:04:27,35.2,259.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyrone Tracy Jr. NYG,139.5,89
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,139.4,TE,2025-08-14 15:04:33,104.4,1053.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trey McBride ARI,139.13,90
0.0,0.0,0.0,0.0,0.0,0.3,1.2,0.0,0.5,137.7,WR,2025-08-14 15:04:30,81.2,977.7,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DeVonta Smith PHI,137.69,91
0.0,0.0,0.0,0.0,0.0,1.0,6.2,0.0,0.9,137.3,WR,2025-08-14 15:04:30,68.4,1001.7,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,George Pickens DAL,137.39,92
0.0,0.0,0.0,0.0,0.0,0.3,4.8,0.0,0.6,131.8,WR,2025-08-14 15:04:30,80.8,1081.7,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jerry Jeudy CLE,132.05,93
0.0,0.0,0.0,0.0,0.0,30.1,127.9,1.2,1.0,132.2,WR,2025-08-14 15:04:30,65.1,834.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deebo Samuel Sr. WAS,132.04,94
0.0,0.0,0.0,0.0,0.0,148.8,677.1,3.8,1.0,129.0,RB,2025-08-14 15:04:27,47.1,343.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaylen Warren PIT,129.42,95
0.0,0.0,0.0,0.0,0.0,1.2,8.9,0.0,0.5,128.5,WR,2025-08-14 15:04:30,82.4,966.4,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jakobi Meyers LV,128.33,96
0.0,0.0,0.0,0.0,0.0,2.5,15.9,0.1,0.5,126.6,WR,2025-08-14 15:04:30,75.5,965.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaylen Waddle MIA,127.09,97
0.0,0.0,0.0,0.0,0.0,3.6,15.7,0.1,0.6,125.8,WR,2025-08-14 15:04:30,69.7,919.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jauan Jennings SF,125.91,98
0.0,0.0,0.0,0.0,0.0,11.8,93.7,0.7,0.9,124.7,WR,2025-08-14 15:04:30,58.6,783.9,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jayden Reed GB,124.36,99
0.0,0.0,0.0,0.0,0.0,0.7,11.8,0.0,0.8,122.2,WR,2025-08-14 15:04:30,61.4,867.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matthew Golden GB,122.34,100
0.0,0.0,0.0,0.0,0.0,0.5,7.4,0.0,1.2,121.9,WR,2025-08-14 15:04:30,70.5,907.2,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tetairoa McMillan CAR,122.06,101
0.0,0.0,0.0,0.0,0.0,3.8,21.8,0.1,0.8,121.2,WR,2025-08-14 15:04:30,68.4,887.4,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Travis Hunter JAC,121.12,102
0.0,0.0,0.0,0.0,0.0,1.3,8.0,0.0,0.9,119.2,WR,2025-08-14 15:04:30,65.6,880.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rome Odunze CHI,119.44,103
0.0,0.0,0.0,0.0,0.0,1.2,6.9,0.0,0.6,119.6,WR,2025-08-14 15:04:30,75.0,862.3,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Godwin TB,119.32,104
0.0,0.0,0.0,0.0,0.0,148.4,657.8,4.9,1.2,118.9,RB,2025-08-14 15:04:27,29.2,187.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J.K. Dobbins DEN,118.77,105
0.0,0.0,0.0,0.0,0.0,7.0,50.0,0.3,0.6,118.3,WR,2025-08-14 15:04:30,60.0,815.3,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ricky Pearsall SF,118.33,106
0.0,0.0,0.0,0.0,0.0,0.3,3.8,0.0,0.5,118.3,WR,2025-08-14 15:04:30,52.4,822.6,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keon Coleman BUF,118.24,107
0.0,0.0,0.0,0.0,0.0,0.3,2.8,0.0,1.3,117.6,WR,2025-08-14 15:04:30,75.6,935.9,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Olave NO,117.67,108
0.0,0.0,0.0,0.0,0.0,1.1,4.3,0.0,0.6,117.7,WR,2025-08-14 15:04:30,70.5,829.6,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rashee Rice KC,117.59,109
0.0,0.0,0.0,0.0,0.0,174.9,645.7,4.2,0.9,117.5,RB,2025-08-14 15:04:27,35.9,229.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Javonte Williams DAL,117.52,110
0.0,0.0,0.0,0.0,0.0,163.9,754.4,4.4,0.7,117.8,RB,2025-08-14 15:04:27,17.6,128.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordan Mason MIN,117.45,111
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,117.3,TE,2025-08-14 15:04:33,59.9,721.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mark Andrews BAL,117.3,112
0.0,0.0,0.0,0.0,0.0,1.3,6.9,0.2,0.5,116.8,WR,2025-08-14 15:04:30,77.4,850.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stefon Diggs NE,116.54,113
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,116.3,52.4,12.5,11.1,15.7,2.6,0.5,341.3,5388.0,,116.2,114
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,116.3,45.4,14.0,12.8,21.2,2.7,0.5,344.6,5806.2,,116.2,115
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,115.6,TE,2025-08-14 15:04:33,67.9,763.9,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sam LaPorta DET,115.79,116
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,115.6,45.7,13.5,13.3,22.5,2.7,0.0,344.0,5510.1,,115.5,117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,115.3,47.2,15.5,10.0,14.1,2.7,0.5,348.1,5478.1,,115.4,118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,114.3,52.4,13.9,9.7,13.7,2.3,0.5,340.7,5350.5,,114.4,119
0.0,0.0,0.0,0.0,0.0,1.3,8.9,0.0,0.6,113.9,WR,2025-08-14 15:04:30,73.3,818.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cooper Kupp SEA,113.94,120
0.0,0.0,0.0,0.0,0.0,156.7,636.8,4.8,1.5,113.5,RB,2025-08-14 15:04:27,28.0,177.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rhamondre Stevenson NE,113.8,121
0.0,0.0,0.0,0.0,0.0,7.3,44.5,0.1,1.3,113.8,WR,2025-08-14 15:04:30,56.4,846.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rashid Shaheed NO,113.45,122
0.0,0.0,0.0,0.0,0.0,141.1,577.1,3.7,0.9,112.7,RB,2025-08-14 15:04:27,37.7,279.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Travis Etienne Jr. JAC,113.21,123
0.0,0.0,0.0,0.0,0.0,0.9,8.9,0.2,0.4,112.4,WR,2025-08-14 15:04:30,58.7,762.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordan Addison MIN,112.32,124
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,111.7,51.9,12.0,10.3,16.5,2.6,0.0,397.2,5922.8,,112.1,125
0.0,0.0,0.0,0.0,0.0,95.3,414.8,4.1,1.0,111.2,RB,2025-08-14 15:04:27,44.9,367.1,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Austin Ekeler WAS,111.59,126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,110.7,43.9,13.8,12.1,20.1,2.5,0.0,347.4,5679.5,,110.7,127
0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.5,110.8,WR,2025-08-14 15:04:30,59.9,837.9,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darnell Mooney ATL,110.51,128
203.3,126.4,1491.6,8.0,5.0,44.2,219.5,1.8,2.0,115.3,QB,2025-08-14 15:04:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Daniel Jones IND,110.41,129
0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,0.6,109.9,WR,2025-08-14 15:04:30,71.7,812.6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Khalil Shakir BUF,109.76,130
0.0,0.0,0.0,0.0,0.0,126.7,536.0,4.5,0.8,108.8,RB,2025-08-14 15:04:27,33.2,244.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zach Charbonnet SEA,108.88,131
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,108.6,46.1,12.5,11.7,18.4,2.2,0.5,363.0,5647.6,,108.7,132
0.0,0.0,0.0,0.0,0.0,151.5,640.4,4.1,1.2,108.1,RB,2025-08-14 15:04:27,22.4,168.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quinshon Judkins CLE,108.48,133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,108.5,45.8,13.5,10.3,15.2,2.5,0.0,356.6,5299.6,,108.4,134
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,108.3,50.8,10.5,11.9,19.2,2.1,0.0,419.9,5855.7,,108.2,135
0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.9,107.3,WR,2025-08-14 15:04:30,71.9,852.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Pittman Jr. IND,107.63,136
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,106.9,TE,2025-08-14 15:04:33,81.0,769.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Travis Kelce KC,106.9,137
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,106.6,TE,2025-08-14 15:04:33,76.3,799.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T.J. Hockenson MIN,106.52,138
0.0,0.0,0.0,0.0,0.0,11.9,49.4,0.1,0.6,106.5,WR,2025-08-14 15:04:30,51.2,696.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marvin Mims Jr. DEN,106.4,139
0.0,0.0,0.0,0.0,0.0,141.4,567.3,5.0,0.8,105.8,RB,2025-08-14 15:04:27,22.0,159.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Najee Harris LAC,105.88,140
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,104.8,43.1,13.8,9.6,14.2,2.5,0.0,375.1,5786.4,,104.9,141
286.5,179.8,1990.0,10.6,8.3,7.9,24.6,0.3,2.7,112.4,QB,2025-08-14 15:04:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Flacco CLE,104.26,142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,103.5,46.8,12.3,9.9,15.3,2.1,0.0,371.0,5794.4,,103.8,143
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,103.6,42.9,13.5,8.9,14.1,2.3,1.0,384.0,5638.2,,103.5,144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,102.7,44.3,11.7,11.0,16.7,2.0,0.5,374.8,5743.0,,102.7,145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,102.7,45.5,12.1,9.3,13.8,2.2,0.5,347.4,5580.4,,102.5,146
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,102.0,44.7,12.7,8.7,14.3,2.3,0.5,375.7,5910.1,,102.3,147
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,102.4,45.9,11.1,10.3,16.0,2.1,0.5,398.9,6104.0,,102.3,148
0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.1,102.3,WR,2025-08-14 15:04:30,45.5,691.6,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rashod Bateman BAL,102.02,149
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,102.0,41.8,12.8,9.6,15.8,2.2,1.0,408.0,5851.6,,101.8,150
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,101.4,40.5,13.2,10.2,17.3,2.2,0.5,386.8,5919.1,,101.5,151
0.0,0.0,0.0,0.0,0.0,124.6,498.2,3.7,0.9,101.3,RB,2025-08-14 15:04:27,33.6,251.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyjae Spears TEN,101.41,152
0.0,0.0,0.0,0.0,0.0,114.5,462.5,2.8,1.3,101.7,RB,2025-08-14 15:04:27,37.6,282.9,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rachaad White TB,101.34,153
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,101.3,45.1,12.9,8.6,14.2,2.0,0.5,362.2,5632.5,,101.1,154
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,100.4,TE,2025-08-14 15:04:33,76.5,731.5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Njoku CLE,100.35,155
0.0,0.0,0.0,0.0,0.0,129.4,555.6,3.6,1.2,99.3,RB,2025-08-14 15:04:27,24.8,190.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cam Skattebo NYG,99.23,156
0.0,0.0,0.0,0.0,0.0,0.3,5.6,0.0,0.5,98.9,WR,2025-08-14 15:04:30,63.3,737.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Downs IND,99.09,157
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,98.8,44.9,11.1,9.2,14.4,2.2,0.0,417.7,5984.7,,98.7,158
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,98.5,43.0,12.3,9.5,14.3,1.8,0.5,387.2,5401.1,,98.4,159
0.0,0.0,0.0,0.0,0.0,151.8,612.8,5.0,1.2,98.2,RB,2025-08-14 15:04:27,11.2,81.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tank Bigsby JAC,98.24,160
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,97.1,41.4,11.7,8.9,14.7,2.1,1.0,398.7,5805.8,,97.2,161
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,96.2,40.1,12.4,9.3,14.7,2.1,0.0,422.5,6156.1,,96.1,162
0.0,0.0,0.0,0.0,0.0,138.1,600.5,3.9,0.9,95.5,RB,2025-08-14 15:04:27,13.9,104.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Trey Benson ARI,95.12,163
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,93.7,40.0,11.4,9.0,13.1,2.0,0.5,392.9,5708.0,,93.8,164
0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,0.2,94.1,WR,2025-08-14 15:04:30,55.1,676.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marquise Brown KC,93.8,165
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,93.1,42.5,11.0,8.0,12.5,1.9,0.5,418.2,5762.8,,92.9,166
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,92.5,TE,2025-08-14 15:04:33,55.2,652.9,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tucker Kraft GB,92.49,167
0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.5,91.7,WR,2025-08-14 15:04:30,61.8,657.7,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Adam Thielen CAR,91.95,168
0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,0.6,91.9,WR,2025-08-14 15:04:30,55.6,641.3,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Keenan Allen LAC,91.93,169
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,92.2,39.1,11.7,8.5,14.0,1.9,0.5,412.2,6022.3,,91.9,170
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,90.9,38.8,12.0,8.2,11.2,2.0,0.0,413.0,5851.0,,91.2,171
0.0,0.0,0.0,0.0,0.0,120.0,511.5,2.8,0.8,91.1,RB,2025-08-14 15:04:27,28.4,192.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jerome Ford CLE,91.0,172
0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.0,0.9,90.5,WR,2025-08-14 15:04:30,55.6,691.3,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cedric Tillman CLE,90.81,173
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,90.1,37.9,13.1,7.6,9.7,1.8,0.0,389.7,5855.2,,90.1,174
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST,2025-08-14 15:04:39,0.0,0.0,0.0,0.0,0.0,0.0,89.8,39.6,10.9,8.6,13.8,1.7,0.5,421.1,5702.6,,89.8,175
0.0,0.0,0.0,0.0,0.0,134.7,565.2,3.7,1.5,88.9,RB,2025-08-14 15:04:27,14.6,100.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jaylen Wright MIA,89.37,176
0.0,0.0,0.0,0.0,0.0,2.2,11.1,0.0,1.1,89.3,WR,2025-08-14 15:04:30,49.1,635.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emeka Egbuka TB,88.83,177
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,88.6,TE,2025-08-14 15:04:33,57.9,647.5,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tyler Warren IND,88.35,178
0.0,0.0,0.0,0.0,0.0,6.2,29.0,0.1,0.5,87.0,WR,2025-08-14 15:04:30,54.4,613.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Xavier Legette CAR,87.22,179
