PASSING_ATT,PASSING_CMP,PASSING_YDS,PASSING_TDS,PASSING_INTS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,MISC_FPTS,POSITION,SCRAPE_DATE,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,FG,FGA,XPT,FPTS,SACK,INT,FR,FF,TD,SAFETY,PA,YDS_AGN,PLAYER,FANTASY_PTS,OVERALL_RANK
0.0,0.0,0.0,0.0,0.0,238.7,967.1,6.1,1.1,167.0,RB,2025-08-14 15:04:27,36.7,283.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D'Andre Swift CHI,166.61,62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,164.5,WR,2025-08-14 15:04:30,79.2,1063.4,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mike Evans TB,164.74,63
0.0,0.0,0.0,0.0,0.0,196.6,819.0,8.9,1.0,164.5,RB,2025-08-14 15:04:27,31.4,258.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,David Montgomery DET,164.55,64
0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.7,164.0,WR,2025-08-14 15:04:30,90.5,1210.9,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ladd McConkey LAC,164.23,65
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,161.1,WR,2025-08-14 15:04:30,86.6,1093.9,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tee Higgins CIN,160.99,66
0.0,0.0,0.0,0.0,0.0,1.1,4.8,0.0,0.9,159.7,WR,2025-08-14 15:04:30,83.6,1115.4,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Terry McLaurin WAS,159.42,67
0.0,0.0,0.0,0.0,0.0,206.7,822.4,7.5,0.9,159.2,RB,2025-08-14 15:04:27,33.4,258.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Mixon HOU,159.11,68
0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,159.2,WR,2025-08-14 15:04:30,85.4,1101.6,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Davante Adams LAR,158.96,69
0.0,0.0,0.0,0.0,0.0,198.6,890.7,4.6,1.8,158.9,RB,2025-08-14 15:04:27,44.1,325.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Jones Sr. MIN,158.85,70
0.0,0.0,0.0,0.0,0.0,227.5,958.5,5.4,1.0,157.2,RB,2025-08-14 15:04:27,40.2,257.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tony Pollard TEN,157.44,71
0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.3,154.9,WR,2025-08-14 15:04:30,77.8,1137.9,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DK Metcalf PIT,155.11,72
0.0,0.0,0.0,0.0,0.0,202.4,891.8,5.7,1.7,154.8,RB,2025-08-14 15:04:27,33.3,258.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TreVeyon Henderson NE,154.83,73
0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,1.0,154.5,WR,2025-08-14 15:04:30,79.6,1098.9,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marvin Harrison Jr. ARI,154.41,74
